cliente_id,tipo_cliente,ciudad,grupo,convirtio
C01016,Minorista,Cuenca,Control,0
C00769,Mayorista,Guayaquil,Control,1
C01575,Mayorista,Guayaquil,Control,0
C00762,Minorista,Quito,Tratamiento,0
C01247,Minorista,Loja,Tratamiento,0
C01204,Mayorista,Guayaquil,Tratamiento,0
C01513,Minorista,Quito,Tratamiento,0
C01784,Minorista,Quito,Tratamiento,0
C00522,Minorista,Cuenca,Tratamiento,0
C00023,Mayorista,Manta,Control,0
C00357,Minorista,Quito,Tratamiento,0
C01278,Minorista,Guayaquil,Tratamiento,0
C01520,Minorista,Loja,Tratamiento,0
C00341,Minorista,Manta,Tratamiento,0
C00432,Minorista,Quito,Tratamiento,0
C00474,Mayorista,Quito,Tratamiento,0
C00218,Minorista,Manta,Control,0
C00912,Minorista,Loja,Tratamiento,0
C01228,Minorista,Quito,Tratamiento,0
C01554,Minorista,Cuenca,Tratamiento,1
C01012,Minorista,Manta,Tratamiento,0
C01751,Minorista,Guayaquil,Tratamiento,0
C00094,Mayorista,Manta,Control,1
C01009,Minorista,Guayaquil,Control,0
C01071,Minorista,Quito,Tratamiento,0
C01093,Mayorista,Quito,Control,1
C01624,Mayorista,Cuenca,Control,0
C00697,Minorista,Guayaquil,Tratamiento,0
C01615,Minorista,Loja,Tratamiento,0
C00997,Minorista,Manta,Tratamiento,1
C00154,Minorista,Manta,Tratamiento,1
C01100,Minorista,Guayaquil,Tratamiento,0
C01553,Minorista,Cuenca,Tratamiento,0
C01798,Minorista,Quito,Tratamiento,0
C00790,Minorista,Guayaquil,Tratamiento,0
C00581,Minorista,Loja,Tratamiento,0
C00704,Minorista,Quito,Tratamiento,0
C01213,Minorista,Guayaquil,Tratamiento,0
C01296,Minorista,Guayaquil,Control,0
C01505,Minorista,Quito,Tratamiento,0
C01261,Minorista,Quito,Tratamiento,0
C00488,Minorista,Manta,Control,0
C00560,Minorista,Quito,Control,0
C01142,Minorista,Loja,Tratamiento,0
C01120,Minorista,Guayaquil,Tratamiento,0
C00802,Minorista,Quito,Tratamiento,0
C00513,Minorista,Guayaquil,Tratamiento,0
C00634,Minorista,Guayaquil,Tratamiento,0
C01331,Minorista,Guayaquil,Tratamiento,0
C01610,Minorista,Quito,Tratamiento,0
C01151,Minorista,Guayaquil,Control,0
C00791,Mayorista,Quito,Tratamiento,1
C00117,Minorista,Quito,Tratamiento,0
C00741,Minorista,Quito,Tratamiento,1
C01082,Minorista,Manta,Control,0
C00831,Mayorista,Quito,Control,1
C00120,Minorista,Quito,Tratamiento,0
C00657,Minorista,Quito,Tratamiento,0
C01712,Mayorista,Guayaquil,Control,1
C00636,Minorista,Quito,Tratamiento,0
C00370,Mayorista,Loja,Control,0
C00269,Mayorista,Guayaquil,Control,0
C00656,Minorista,Manta,Control,0
C00936,Minorista,Loja,Tratamiento,1
C00823,Minorista,Quito,Tratamiento,0
C00867,Minorista,Quito,Tratamiento,0
C00047,Mayorista,Quito,Control,1
C01543,Mayorista,Guayaquil,Control,1
C00992,Minorista,Guayaquil,Tratamiento,0
C00877,Minorista,Quito,Tratamiento,0
C00774,Mayorista,Cuenca,Tratamiento,1
C01220,Minorista,Guayaquil,Tratamiento,0
C01800,Minorista,Quito,Tratamiento,0
C00005,Minorista,Cuenca,Tratamiento,0
C01004,Minorista,Quito,Tratamiento,0
C01556,Minorista,Guayaquil,Control,0
C00264,Minorista,Guayaquil,Tratamiento,0
C01415,Minorista,Loja,Tratamiento,0
C01648,Minorista,Manta,Tratamiento,0
C00444,Minorista,Cuenca,Tratamiento,0
C01003,Minorista,Guayaquil,Tratamiento,1
C01078,Minorista,Quito,Control,0
C00838,Minorista,Quito,Control,0
C01613,Mayorista,Cuenca,Control,1
C00305,Minorista,Quito,Tratamiento,0
C01403,Minorista,Guayaquil,Control,0
C00314,Minorista,Quito,Tratamiento,0
C00150,Mayorista,Guayaquil,Control,0
C01149,Minorista,Quito,Tratamiento,0
C01214,Mayorista,Quito,Tratamiento,1
C00575,Minorista,Manta,Tratamiento,1
C00051,Minorista,Guayaquil,Tratamiento,0
C01606,Mayorista,Quito,Tratamiento,1
C00727,Minorista,Guayaquil,Tratamiento,0
C00834,Minorista,Quito,Tratamiento,0
C01116,Minorista,Manta,Tratamiento,0
C01167,Mayorista,Guayaquil,Control,1
C00471,Minorista,Guayaquil,Tratamiento,1
C00972,Minorista,Guayaquil,Tratamiento,1
C00654,Minorista,Quito,Tratamiento,0
C00400,Mayorista,Guayaquil,Control,1
C00512,Minorista,Loja,Tratamiento,0
C00321,Minorista,Manta,Control,0
C00020,Minorista,Guayaquil,Tratamiento,0
C00685,Minorista,Guayaquil,Tratamiento,0
C00036,Minorista,Quito,Tratamiento,0
C00903,Minorista,Cuenca,Tratamiento,0
C00828,Mayorista,Loja,Tratamiento,0
C01618,Minorista,Guayaquil,Control,0
C00408,Minorista,Cuenca,Tratamiento,0
C00921,Minorista,Quito,Tratamiento,0
C00538,Mayorista,Loja,Control,0
C00759,Mayorista,Manta,Control,0
C01063,Mayorista,Manta,Control,0
C01200,Minorista,Guayaquil,Control,0
C00246,Mayorista,Cuenca,Tratamiento,1
C01128,Minorista,Quito,Tratamiento,0
C00785,Minorista,Quito,Tratamiento,0
C00490,Mayorista,Manta,Control,0
C00155,Mayorista,Cuenca,Tratamiento,1
C00962,Minorista,Manta,Tratamiento,0
C00854,Minorista,Quito,Tratamiento,0
C01312,Minorista,Guayaquil,Tratamiento,0
C00626,Minorista,Manta,Control,1
C00686,Minorista,Guayaquil,Tratamiento,0
C01407,Minorista,Cuenca,Tratamiento,1
C00570,Minorista,Manta,Tratamiento,0
C01713,Minorista,Guayaquil,Tratamiento,0
C00018,Minorista,Cuenca,Tratamiento,0
C00128,Minorista,Cuenca,Tratamiento,0
C01347,Minorista,Quito,Tratamiento,0
C01280,Minorista,Quito,Tratamiento,0
C01769,Minorista,Loja,Tratamiento,0
C00928,Minorista,Quito,Tratamiento,0
C00981,Minorista,Cuenca,Tratamiento,0
C01765,Minorista,Manta,Tratamiento,0
C00191,Minorista,Guayaquil,Tratamiento,0
C01140,Minorista,Guayaquil,Tratamiento,0
C00993,Minorista,Quito,Tratamiento,0
C01756,Mayorista,Quito,Control,1
C01579,Mayorista,Manta,Control,0
C00607,Mayorista,Quito,Control,1
C00181,Mayorista,Quito,Tratamiento,0
C00302,Minorista,Quito,Tratamiento,0
C00497,Minorista,Guayaquil,Tratamiento,0
C01531,Mayorista,Guayaquil,Control,0
C01544,Minorista,Guayaquil,Control,0
C01711,Mayorista,Quito,Control,0
C01794,Minorista,Guayaquil,Tratamiento,0
C00518,Mayorista,Loja,Control,0
C01785,Minorista,Guayaquil,Tratamiento,0
C01070,Minorista,Quito,Tratamiento,1
C00477,Mayorista,Guayaquil,Control,1
C00158,Mayorista,Guayaquil,Control,0
C01244,Minorista,Cuenca,Tratamiento,0
C01196,Minorista,Guayaquil,Tratamiento,0
C00017,Minorista,Loja,Tratamiento,0
C01073,Mayorista,Cuenca,Control,1
C01772,Mayorista,Quito,Control,1
C00547,Minorista,Quito,Tratamiento,0
C00659,Minorista,Guayaquil,Tratamiento,0
C01467,Minorista,Quito,Tratamiento,0
C01020,Mayorista,Quito,Tratamiento,1
C01502,Minorista,Quito,Control,0
C00960,Minorista,Quito,Tratamiento,0
C01693,Minorista,Guayaquil,Control,0
C00284,Minorista,Cuenca,Tratamiento,0
C00798,Minorista,Quito,Control,0
C01468,Minorista,Quito,Control,0
C00226,Minorista,Quito,Tratamiento,0
C00027,Minorista,Guayaquil,Control,0
C01595,Minorista,Manta,Tratamiento,0
C00438,Minorista,Quito,Tratamiento,1
C01750,Mayorista,Quito,Tratamiento,0
C01389,Mayorista,Guayaquil,Tratamiento,0
C00230,Minorista,Quito,Tratamiento,0
C00038,Minorista,Quito,Tratamiento,0
C00750,Minorista,Cuenca,Control,0
C01046,Minorista,Quito,Tratamiento,0
C01399,Minorista,Quito,Tratamiento,0
C00470,Minorista,Quito,Tratamiento,0
C01528,Minorista,Manta,Tratamiento,0
C01768,Minorista,Manta,Control,0
C00688,Minorista,Quito,Tratamiento,1
C01659,Minorista,Guayaquil,Control,0
C00640,Mayorista,Quito,Control,1
C01547,Minorista,Cuenca,Tratamiento,0
C01219,Minorista,Loja,Tratamiento,0
C01159,Mayorista,Quito,Control,0
C01416,Minorista,Quito,Tratamiento,0
C01495,Mayorista,Quito,Control,0
C01301,Mayorista,Quito,Control,1
C01641,Minorista,Manta,Tratamiento,0
C00801,Minorista,Quito,Tratamiento,0
C00161,Minorista,Guayaquil,Tratamiento,1
C00957,Minorista,Cuenca,Control,0
C01187,Minorista,Guayaquil,Control,0
C00822,Minorista,Quito,Tratamiento,0
C01519,Mayorista,Quito,Control,0
C00878,Minorista,Loja,Tratamiento,0
C00914,Mayorista,Quito,Control,0
C00153,Minorista,Quito,Tratamiento,0
C01653,Minorista,Cuenca,Tratamiento,0
C00510,Minorista,Cuenca,Control,1
C01136,Minorista,Manta,Tratamiento,0
C01251,Minorista,Guayaquil,Tratamiento,0
C01503,Minorista,Quito,Control,0
C00104,Minorista,Loja,Tratamiento,0
C01446,Minorista,Guayaquil,Tratamiento,0
C01444,Mayorista,Quito,Tratamiento,1
C00587,Minorista,Cuenca,Tratamiento,0
C01593,Minorista,Guayaquil,Control,0
C01144,Mayorista,Quito,Control,0
C00054,Minorista,Guayaquil,Tratamiento,0
C00152,Minorista,Quito,Tratamiento,0
C00404,Mayorista,Cuenca,Tratamiento,1
C01745,Mayorista,Loja,Control,1
C00208,Mayorista,Manta,Control,1
C01702,Minorista,Manta,Tratamiento,0
C01123,Minorista,Guayaquil,Tratamiento,0
C01635,Mayorista,Quito,Control,0
C00009,Minorista,Guayaquil,Control,0
C01015,Mayorista,Quito,Control,0
C01617,Minorista,Guayaquil,Control,0
C01061,Mayorista,Manta,Tratamiento,1
C00453,Minorista,Manta,Tratamiento,0
C00254,Mayorista,Quito,Control,0
C01328,Minorista,Quito,Tratamiento,0
C00897,Minorista,Guayaquil,Tratamiento,0
C01564,Minorista,Quito,Tratamiento,0
C00881,Minorista,Quito,Tratamiento,0
C01697,Minorista,Quito,Control,0
C00624,Minorista,Loja,Control,0
C00346,Minorista,Cuenca,Tratamiento,0
C01538,Minorista,Guayaquil,Tratamiento,0
C00263,Minorista,Quito,Tratamiento,0
C01322,Minorista,Manta,Control,0
C01439,Mayorista,Quito,Control,1
C00151,Minorista,Cuenca,Tratamiento,0
C00473,Minorista,Guayaquil,Control,0
C00641,Mayorista,Quito,Control,0
C01783,Minorista,Manta,Tratamiento,0
C01694,Minorista,Quito,Control,0
C00551,Minorista,Cuenca,Tratamiento,0
C00929,Minorista,Quito,Tratamiento,0
C00489,Minorista,Guayaquil,Tratamiento,0
C01631,Minorista,Guayaquil,Tratamiento,0
C01172,Minorista,Guayaquil,Tratamiento,0
C00147,Minorista,Guayaquil,Tratamiento,0
C01732,Minorista,Guayaquil,Tratamiento,0
C00403,Minorista,Guayaquil,Tratamiento,0
C00955,Minorista,Cuenca,Tratamiento,0
C01689,Minorista,Guayaquil,Tratamiento,0
C00660,Mayorista,Quito,Control,0
C01373,Minorista,Quito,Tratamiento,0
C00464,Minorista,Guayaquil,Control,0
C01350,Mayorista,Quito,Control,0
C00187,Mayorista,Guayaquil,Control,0
C01148,Mayorista,Quito,Tratamiento,1
C01225,Minorista,Loja,Tratamiento,0
C00609,Minorista,Guayaquil,Tratamiento,0
C00144,Minorista,Quito,Tratamiento,0
C00752,Mayorista,Guayaquil,Control,1
C01535,Minorista,Guayaquil,Control,0
C00982,Mayorista,Quito,Control,0
C00198,Minorista,Guayaquil,Control,0
C00884,Minorista,Quito,Control,0
C00280,Mayorista,Cuenca,Control,0
C00294,Mayorista,Guayaquil,Control,0
C01642,Mayorista,Quito,Control,1
C00401,Minorista,Quito,Tratamiento,0
C00123,Minorista,Guayaquil,Control,0
C01208,Minorista,Quito,Tratamiento,0
C00203,Minorista,Quito,Tratamiento,0
C01463,Minorista,Quito,Tratamiento,0
C00836,Minorista,Guayaquil,Control,0
C00247,Mayorista,Manta,Control,0
C01440,Minorista,Quito,Control,0
C01708,Minorista,Manta,Tratamiento,0
C01692,Minorista,Quito,Tratamiento,0
C01154,Minorista,Manta,Control,0
C01427,Minorista,Cuenca,Control,0
C00385,Minorista,Guayaquil,Tratamiento,0
C01584,Minorista,Quito,Tratamiento,0
C00855,Mayorista,Manta,Control,1
C00220,Minorista,Guayaquil,Control,0
C00642,Mayorista,Guayaquil,Control,0
C00002,Mayorista,Quito,Control,1
C00113,Minorista,Quito,Tratamiento,0
C00699,Minorista,Quito,Control,0
C01719,Minorista,Cuenca,Tratamiento,0
C00952,Minorista,Guayaquil,Tratamiento,0
C01577,Minorista,Quito,Tratamiento,0
C01411,Minorista,Guayaquil,Tratamiento,0
C01410,Minorista,Manta,Tratamiento,0
C01534,Mayorista,Quito,Control,1
C01292,Minorista,Guayaquil,Tratamiento,0
C01628,Mayorista,Quito,Control,0
C00442,Minorista,Cuenca,Tratamiento,0
C01521,Minorista,Quito,Tratamiento,0
C01137,Minorista,Guayaquil,Tratamiento,0
C01257,Minorista,Guayaquil,Tratamiento,0
C01677,Minorista,Quito,Tratamiento,0
C01398,Minorista,Guayaquil,Tratamiento,0
C00664,Minorista,Quito,Tratamiento,0
C01652,Minorista,Guayaquil,Tratamiento,0
C01258,Mayorista,Loja,Tratamiento,0
C01611,Minorista,Cuenca,Control,0
C00318,Minorista,Loja,Tratamiento,0
C00649,Minorista,Cuenca,Control,0
C01435,Minorista,Guayaquil,Tratamiento,0
C01480,Minorista,Quito,Control,1
C00710,Minorista,Quito,Tratamiento,1
C01383,Minorista,Quito,Control,0
C01283,Minorista,Quito,Tratamiento,0
C00973,Minorista,Cuenca,Tratamiento,0
C00628,Minorista,Cuenca,Control,0
C00633,Minorista,Loja,Tratamiento,0
C01307,Minorista,Quito,Control,0
C01401,Minorista,Guayaquil,Tratamiento,0
C01409,Mayorista,Guayaquil,Control,0
C01249,Minorista,Manta,Tratamiento,1
C01754,Minorista,Quito,Control,0
C01255,Minorista,Manta,Control,0
C01497,Minorista,Quito,Tratamiento,0
C01372,Minorista,Loja,Tratamiento,0
C01530,Minorista,Quito,Tratamiento,0
C01355,Minorista,Quito,Tratamiento,0
C01729,Minorista,Guayaquil,Tratamiento,0
C01707,Minorista,Cuenca,Tratamiento,0
C01664,Mayorista,Guayaquil,Control,0
C00796,Minorista,Loja,Tratamiento,0
C00646,Minorista,Quito,Tratamiento,0
C01013,Minorista,Quito,Control,0
C01655,Minorista,Quito,Tratamiento,0
C00557,Minorista,Quito,Tratamiento,0
C00682,Minorista,Quito,Control,0
C00578,Minorista,Quito,Tratamiento,0
C01110,Minorista,Quito,Control,0
C01267,Minorista,Quito,Control,1
C01184,Minorista,Loja,Control,0
C00525,Mayorista,Cuenca,Control,0
C01060,Minorista,Cuenca,Control,0
C00541,Minorista,Quito,Control,0
C01195,Minorista,Guayaquil,Tratamiento,0
C00749,Minorista,Guayaquil,Tratamiento,0
C01667,Minorista,Manta,Tratamiento,0
C01431,Minorista,Loja,Tratamiento,0
C00485,Minorista,Manta,Tratamiento,0
C00096,Mayorista,Guayaquil,Tratamiento,0
C01021,Minorista,Guayaquil,Tratamiento,0
C00564,Minorista,Guayaquil,Tratamiento,1
C01265,Minorista,Manta,Tratamiento,0
C00743,Minorista,Quito,Tratamiento,0
C00864,Minorista,Guayaquil,Tratamiento,0
C01599,Minorista,Quito,Control,0
C01485,Minorista,Guayaquil,Tratamiento,0
C00892,Minorista,Guayaquil,Tratamiento,0
C01578,Minorista,Manta,Control,0
C01039,Minorista,Guayaquil,Control,0
C00207,Minorista,Quito,Tratamiento,0
C00393,Minorista,Guayaquil,Tratamiento,1
C00795,Mayorista,Guayaquil,Control,1
C00871,Minorista,Guayaquil,Tratamiento,1
C00398,Minorista,Quito,Control,0
C00767,Minorista,Manta,Tratamiento,0
C01657,Minorista,Loja,Tratamiento,0
C01242,Minorista,Quito,Tratamiento,0
C01029,Minorista,Quito,Tratamiento,0
C00643,Minorista,Guayaquil,Tratamiento,0
C01699,Mayorista,Manta,Control,1
C00613,Minorista,Quito,Tratamiento,0
C00961,Minorista,Cuenca,Tratamiento,0
C01571,Mayorista,Manta,Control,0
C00726,Minorista,Loja,Tratamiento,0
C00684,Minorista,Quito,Tratamiento,0
C00099,Mayorista,Cuenca,Control,1
C00805,Minorista,Loja,Control,0
C01598,Minorista,Quito,Control,0
C00407,Minorista,Quito,Tratamiento,0
C00503,Minorista,Quito,Control,0
C01072,Minorista,Guayaquil,Tratamiento,0
C01057,Minorista,Manta,Tratamiento,0
C00930,Minorista,Cuenca,Tratamiento,0
C00780,Mayorista,Manta,Control,0
C00201,Minorista,Quito,Tratamiento,0
C00135,Minorista,Guayaquil,Tratamiento,0
C01052,Minorista,Quito,Tratamiento,0
C00041,Minorista,Quito,Tratamiento,0
C01018,Minorista,Quito,Tratamiento,0
C00231,Minorista,Cuenca,Tratamiento,0
C01514,Minorista,Manta,Tratamiento,0
C00379,Minorista,Cuenca,Tratamiento,0
C00289,Minorista,Quito,Tratamiento,0
C00419,Minorista,Cuenca,Tratamiento,0
C00392,Mayorista,Guayaquil,Tratamiento,1
C00593,Mayorista,Quito,Control,1
C01523,Minorista,Guayaquil,Control,0
C01163,Minorista,Loja,Tratamiento,0
C01087,Mayorista,Cuenca,Control,0
C01496,Mayorista,Guayaquil,Tratamiento,1
C00648,Mayorista,Quito,Control,0
C01153,Minorista,Quito,Control,0
C01368,Minorista,Quito,Control,0
C00521,Minorista,Quito,Tratamiento,0
C00065,Minorista,Manta,Tratamiento,0
C00015,Minorista,Cuenca,Tratamiento,0
C01181,Minorista,Loja,Control,0
C01065,Minorista,Manta,Tratamiento,1
C00493,Minorista,Quito,Tratamiento,0
C00380,Minorista,Guayaquil,Tratamiento,0
C00188,Minorista,Cuenca,Tratamiento,0
C00764,Mayorista,Quito,Tratamiento,1
C00217,Mayorista,Guayaquil,Control,0
C00792,Minorista,Guayaquil,Tratamiento,0
C01077,Minorista,Quito,Tratamiento,0
C00879,Mayorista,Guayaquil,Control,1
C00338,Mayorista,Guayaquil,Control,0
C00720,Minorista,Cuenca,Tratamiento,0
C00296,Mayorista,Cuenca,Control,0
C01017,Mayorista,Manta,Control,0
C01276,Minorista,Guayaquil,Tratamiento,0
C01486,Mayorista,Guayaquil,Control,1
C00456,Minorista,Manta,Tratamiento,0
C01797,Minorista,Cuenca,Tratamiento,0
C00816,Minorista,Quito,Tratamiento,0
C00270,Minorista,Cuenca,Control,0
C00996,Minorista,Loja,Tratamiento,0
C00202,Minorista,Guayaquil,Tratamiento,0
C00162,Minorista,Quito,Tratamiento,0
C01580,Minorista,Manta,Control,0
C00730,Minorista,Manta,Tratamiento,0
C00402,Minorista,Guayaquil,Control,1
C00703,Minorista,Guayaquil,Tratamiento,0
C01501,Mayorista,Guayaquil,Control,0
C01130,Mayorista,Quito,Control,1
C00566,Minorista,Cuenca,Tratamiento,0
C01414,Mayorista,Cuenca,Control,1
C01022,Mayorista,Loja,Control,0
C01026,Minorista,Guayaquil,Tratamiento,0
C01412,Minorista,Quito,Tratamiento,0
C01586,Minorista,Cuenca,Tratamiento,0
C01105,Mayorista,Guayaquil,Control,1
C00206,Minorista,Loja,Tratamiento,0
C00035,Minorista,Guayaquil,Tratamiento,1
C00776,Minorista,Cuenca,Tratamiento,0
C00509,Mayorista,Quito,Control,0
C01452,Minorista,Manta,Control,0
C01479,Minorista,Guayaquil,Tratamiento,0
C01771,Minorista,Quito,Tratamiento,0
C01391,Minorista,Loja,Tratamiento,0
C00092,Minorista,Manta,Tratamiento,0
C01364,Mayorista,Manta,Control,1
C00898,Minorista,Quito,Tratamiento,0
C00565,Minorista,Manta,Control,0
C01370,Minorista,Quito,Tratamiento,0
C00777,Minorista,Guayaquil,Tratamiento,0
C00242,Minorista,Guayaquil,Control,1
C00014,Minorista,Manta,Tratamiento,0
C00316,Mayorista,Cuenca,Tratamiento,1
C00601,Mayorista,Loja,Tratamiento,0
C00388,Mayorista,Quito,Control,0
C01298,Minorista,Loja,Tratamiento,0
C00167,Mayorista,Quito,Control,1
C00841,Minorista,Manta,Control,0
C00021,Minorista,Quito,Control,0
C00647,Minorista,Guayaquil,Tratamiento,0
C01509,Mayorista,Cuenca,Control,0
C01155,Mayorista,Quito,Control,0
C01529,Minorista,Quito,Tratamiento,0
C00832,Minorista,Quito,Control,1
C01268,Minorista,Manta,Tratamiento,1
C01591,Mayorista,Guayaquil,Control,1
C00563,Minorista,Quito,Tratamiento,0
C01753,Minorista,Cuenca,Tratamiento,0
C00687,Mayorista,Manta,Control,0
C00958,Minorista,Quito,Control,0
C00190,Mayorista,Quito,Control,0
C00976,Minorista,Quito,Tratamiento,0
C00700,Minorista,Manta,Control,0
C01500,Minorista,Quito,Tratamiento,0
C01706,Mayorista,Quito,Control,0
C00511,Minorista,Guayaquil,Tratamiento,0
C01083,Minorista,Quito,Tratamiento,0
C00475,Minorista,Quito,Tratamiento,0
C01585,Minorista,Guayaquil,Control,0
C00857,Minorista,Guayaquil,Tratamiento,0
C00748,Minorista,Cuenca,Tratamiento,1
C00253,Mayorista,Loja,Control,1
C00022,Mayorista,Quito,Control,0
C01338,Minorista,Quito,Tratamiento,1
C00460,Mayorista,Guayaquil,Control,0
C01185,Mayorista,Guayaquil,Control,0
C00277,Minorista,Quito,Control,0
C00956,Minorista,Cuenca,Tratamiento,1
C01216,Mayorista,Cuenca,Tratamiento,0
C00386,Minorista,Quito,Tratamiento,0
C00806,Mayorista,Quito,Control,1
C01438,Minorista,Cuenca,Tratamiento,1
C01516,Minorista,Cuenca,Control,0
C00344,Minorista,Loja,Tratamiento,0
C00770,Minorista,Cuenca,Tratamiento,0
C01333,Minorista,Loja,Tratamiento,0
C01686,Minorista,Guayaquil,Tratamiento,0
C00131,Minorista,Quito,Tratamiento,0
C01688,Minorista,Guayaquil,Tratamiento,0
C00872,Minorista,Guayaquil,Tratamiento,0
C01124,Minorista,Cuenca,Tratamiento,0
C01397,Minorista,Quito,Control,0
C00088,Minorista,Quito,Tratamiento,0
C01483,Minorista,Guayaquil,Control,0
C00331,Mayorista,Cuenca,Tratamiento,0
C01239,Minorista,Manta,Tratamiento,0
C00467,Minorista,Manta,Tratamiento,0
C00122,Minorista,Quito,Tratamiento,0
C01639,Minorista,Quito,Tratamiento,0
C01045,Minorista,Guayaquil,Tratamiento,0
C01725,Minorista,Guayaquil,Tratamiento,1
C01096,Minorista,Quito,Tratamiento,0
C01131,Minorista,Guayaquil,Control,0
C01295,Minorista,Quito,Tratamiento,0
C00861,Minorista,Manta,Tratamiento,0
C01460,Mayorista,Quito,Tratamiento,1
C01127,Minorista,Guayaquil,Tratamiento,1
