cliente_id,razon_social,ciudad,tipo_cliente,fecha_alta,canal_captacion
C00790,Cliente 00790,Guayaquil,Minorista,2022-09-26,Referido
C00791,Cliente 00791,Quito,Mayorista,2022-10-27,Punto de venta
C00792,Cliente 00792,Guayaquil,Minorista,2024-09-23,Visita comercial
C00793,Cliente 00793,Guayaquil,Minorista,2022-01-01,Punto de venta
C00794,Cliente 00794,Guayaquil,Mayorista,2022-11-22,Visita comercial
C00795,Cliente 00795,guayaquil,Mayorista,2023-08-02,Punto de venta
C00796,Cliente 00796,Loja,Minorista,2023-11-26,Punto de venta
C00797,Cliente 00797,Guayaquil,Minorista,2025-05-23,Visita comercial
C00798,Cliente 00798,Quito,Minorista,2025-07-31,Referido
C00799,Cliente 00799,Quito,Minorista,2022-11-02,Punto de venta
C00800,Cliente 00800,Guayaquil,Minorista,2023-11-24,Visita comercial
C00801,Cliente 00801,Quito,Minorista,2021-08-19,Visita comercial
C00802,Cliente 00802,Quito,Minorista,2024-03-28,Referido
C00803,Cliente 00803,Cuenca,Minorista,2022-03-16,Punto de venta
C00804,Cliente 00804,Quito,Mayorista,2021-11-09,Redes sociales
C00805,Cliente 00805,Loja,Minorista,2024-06-23,Referido
C00806,Cliente 00806,Quito,Mayorista,2022-04-26,Punto de venta
C00807,Cliente 00807,Quito,Mayorista,2023-08-17,Redes sociales
C00808,Cliente 00808,Cuenca,Mayorista,2021-12-23,Referido
C00809,Cliente 00809,Manta,Minorista,2024-10-20,Referido
C00810,Cliente 00810, Quito,Mayorista,2024-11-19,Referido
C00811,Cliente 00811,Quito,Minorista,2024-01-20,Referido
C00812,Cliente 00812,Quito,Minorista,2025-03-13,Punto de venta
C00813,Cliente 00813,Guayaquil,Mayorista,2023-06-13,Visita comercial
C00814,Cliente 00814,Guayaquil,Minorista,2022-05-09,Punto de venta
C00815,Cliente 00815,Quito,Minorista,2022-03-14,Visita comercial
C00816,Cliente 00816,Quito,Minorista,2022-06-30,Referido
C00817,Cliente 00817,Guayaquil,Mayorista,2022-05-31,Visita comercial
C00818,Cliente 00818,Loja,Minorista,2022-12-14,Redes sociales
C00819,Cliente 00819,Cuenca,Minorista,2022-06-22,Punto de venta
C00820,Cliente 00820,Guayaquil,Mayorista,2024-02-15,Referido
C00821,Cliente 00821,Quito,Minorista,2022-03-09,Visita comercial
C00822,Cliente 00822,Quito,Minorista,2024-04-04,Referido
C00823,Cliente 00823,Quito,Minorista,2022-12-31,Punto de venta
C00824,Cliente 00824,Cuenca,Mayorista,2024-07-17,Referido
C00825,Cliente 00825,Manta,Minorista,2023-10-13,Punto de venta
C00826,Cliente 00826,Manta,Minorista,2025-07-02,Referido
C00827,Cliente 00827,Loja,Minorista,2023-06-18,Visita comercial
C00828,Cliente 00828,Loja,Mayorista,2022-10-30,Punto de venta
C00829,Cliente 00829,Loja,Minorista,2024-02-12,Redes sociales
C00830,Cliente 00830,Quito,Minorista,2024-06-03,Visita comercial
C00831,Cliente 00831,Quito,Mayorista,2023-06-17,Punto de venta
C00832,Cliente 00832,Quito ,Minorista,2023-12-27,Visita comercial
C00833,Cliente 00833,Guayaquil,Minorista,2023-08-07,Referido
C00834,Cliente 00834,Quito,Minorista,2022-11-16,Referido
C00835,Cliente 00835, Manta,Mayorista,2022-11-28,Redes sociales
C00836,Cliente 00836,Guayaquil,Minorista,2025-07-05,Punto de venta
C00837,Cliente 00837,Guayaquil,Minorista,2024-06-29,Visita comercial
C00838,Cliente 00838,Quito,Minorista,2021-12-14,Punto de venta
C00839,Cliente 00839,Quito,Minorista,2025-10-01,Redes sociales
C00840,Cliente 00840,Quito,Mayorista,,Punto de venta
C00841,Cliente 00841,Manta,Minorista,2021-10-03,Punto de venta
C00842,Cliente 00842,Guayaquil,Minorista,2024-09-21,Punto de venta
C00843,Cliente 00843,Cuenca,Mayorista,2024-02-13,Redes sociales
C00844,Cliente 00844,Quito,Minorista,2025-07-18,Referido
C00845,Cliente 00845,Quito,Minorista,2023-09-05,Referido
C00846,Cliente 00846,Guayaquil ,Minorista,2023-10-22,Punto de venta
C00847,Cliente 00847,Cuenca,Minorista,2022-11-30,Referido
C00848,Cliente 00848,Cuenca,Minorista,2022-12-11,Punto de venta
C00849,Cliente 00849,Quito,Minorista,2024-03-29,Visita comercial
C00850,Cliente 00850, Loja,Minorista,2025-02-28,Punto de venta
C00851,Cliente 00851,Quito,Minorista,2025-06-09,Visita comercial
C00852,Cliente 00852,Manta,Minorista,2024-11-29,Punto de venta
C00853,Cliente 00853,Quito,Minorista,2024-03-16,Visita comercial
C00854,Cliente 00854,Quito,Minorista,2023-09-23,Visita comercial
C00855,Cliente 00855,Manta,Mayorista,2023-01-09,Punto de venta
C00856,Cliente 00856,Quito,Minorista,2024-11-24,Punto de venta
C00857,Cliente 00857,Guayaquil,Minorista,2022-12-06,Punto de venta
C00858,Cliente 00858,Guayaquil,Minorista,2022-09-16,Punto de venta
C00859,Cliente 00859,QUITO,Mayorista,2025-05-03,Referido
C00860,Cliente 00860,Cuenca,Minorista,2024-02-13,Punto de venta
C00861,Cliente 00861,Manta,Minorista,2023-02-01,Referido
C00862,Cliente 00862,Manta,Minorista,2025-04-29,Redes sociales
C00863,Cliente 00863,Quito,Minorista,2025-10-02,Referido
C00864,Cliente 00864,Guayaquil,Minorista,,Visita comercial
C00865,Cliente 00865,Quito,Minorista,2023-10-27,Redes sociales
C00866,Cliente 00866,Quito,Mayorista,2023-08-27,Punto de venta
C00867,Cliente 00867,Quito,Minorista,2024-08-10,Visita comercial
C00868,Cliente 00868,Loja,Mayorista,2025-09-13,Punto de venta
C00869,Cliente 00869,Manta,Mayorista,2023-12-09,Redes sociales
C00870,Cliente 00870,Cuenca,Mayorista,2025-01-12,Visita comercial
C00871,Cliente 00871,Guayaquil,Minorista,2024-02-22,Redes sociales
C00872,Cliente 00872,Guayaquil,Minorista,2025-06-03,Visita comercial
C00873,Cliente 00873,GUAYAQUIL,Minorista,2023-04-23,Visita comercial
C00874,Cliente 00874,GUAYAQUIL,Minorista,2023-03-23,Punto de venta
C00875,Cliente 00875,Guayaquil,Mayorista,2023-05-21,Visita comercial
C00876,Cliente 00876,Quito,Minorista,2025-11-25,Visita comercial
C00877,Cliente 00877,Quito ,Minorista,2024-03-19,Punto de venta
C00878,Cliente 00878,loja,Minorista,2022-03-16,Visita comercial
C00879,Cliente 00879,Guayaquil,Mayorista,2021-09-18,Punto de venta
C00880,Cliente 00880,Loja,Minorista,2023-10-23,Punto de venta
C00881,Cliente 00881,Quito,Minorista,2025-01-24,Visita comercial
C00882,Cliente 00882,Guayaquil,Mayorista,2023-08-20,Redes sociales
C00883,Cliente 00883,QUITO,Mayorista,2023-12-28,Visita comercial
C00884,Cliente 00884,Quito,Minorista,2025-01-12,Redes sociales
C00885,Cliente 00885,Quito,Mayorista,2023-10-19,Visita comercial
C00886,Cliente 00886,Quito,Mayorista,2025-07-07,Punto de venta
C00887,Cliente 00887,Manta,Minorista,2024-04-30,Visita comercial
C00888,Cliente 00888,Quito,Minorista,2024-09-26,Punto de venta
C00889,Cliente 00889,Guayaquil,Minorista,2024-12-16,Visita comercial
C00890,Cliente 00890,Guayaquil,Minorista,2024-04-12,Visita comercial
C00891,Cliente 00891,Guayaquil,Minorista,2021-10-03,Referido
C00892,Cliente 00892,Guayaquil,Minorista,2023-05-29,Redes sociales
C00893,Cliente 00893,Quito,Minorista,2022-02-26,Punto de venta
C00894,Cliente 00894,Loja,Minorista,2023-10-09,Visita comercial
C00895,Cliente 00895,Manta,Minorista,2022-03-01,Visita comercial
C00896,Cliente 00896,Cuenca,Minorista,2023-10-07,Referido
C00897,Cliente 00897,Guayaquil,Minorista,2023-01-16,Referido
C00898,Cliente 00898,Quito,Minorista,2021-08-16,Punto de venta
C00899,Cliente 00899,Loja,Minorista,2022-01-30,Punto de venta
C00900,Cliente 00900,Quito,Minorista,2023-09-27,Punto de venta
C00901,Cliente 00901,Quito,Minorista,2021-11-18,Visita comercial
C00902,Cliente 00902,Quito,Mayorista,2025-04-14,Referido
C00903,Cliente 00903,Cuenca,Minorista,2024-11-09,Punto de venta
C00904,Cliente 00904,Guayaquil,Mayorista,2024-08-22,Referido
C00905,Cliente 00905,Cuenca,Minorista,2022-04-16,Punto de venta
C00906,Cliente 00906,Cuenca,Minorista,2025-01-08,Referido
C00907,Cliente 00907,Quito,Mayorista,2024-04-25,Referido
C00908,Cliente 00908,Loja,Mayorista,2023-03-31,Punto de venta
C00909,Cliente 00909,GUAYAQUIL,Minorista,2021-07-15,Referido
C00910,Cliente 00910,Guayaquil,Minorista,2023-11-08,Punto de venta
C00911,Cliente 00911,Quito,Minorista,2025-01-08,Referido
C00912,Cliente 00912,loja,Minorista,2021-09-06,Visita comercial
C00913,Cliente 00913,Quito,Minorista,2021-10-07,Referido
C00914,Cliente 00914,Quito,Mayorista,2023-03-19,Visita comercial
C00915,Cliente 00915,Guayaquil,Minorista,2023-10-11,Redes sociales
C00916,Cliente 00916,Quito,Minorista,2023-08-13,Visita comercial
C00917,Cliente 00917,Quito,Minorista,,Redes sociales
C00918,Cliente 00918,Guayaquil,Minorista,2022-08-27,Punto de venta
C00919,Cliente 00919,Guayaquil,Minorista,2021-10-18,Referido
C00920,Cliente 00920,Loja,Minorista,2021-09-02,Visita comercial
C00921,Cliente 00921,Quito,Minorista,2021-12-20,Referido
C00922,Cliente 00922,Cuenca,Minorista,2024-07-23,Punto de venta
C00923,Cliente 00923,Guayaquil,Minorista,2024-12-23,Redes sociales
C00924,Cliente 00924,Cuenca,Minorista,2023-06-11,Visita comercial
C00925,Cliente 00925,Guayaquil,Mayorista,2021-11-15,Redes sociales
C00926,Cliente 00926,Guayaquil,Minorista,2023-05-11,Redes sociales
C00927,Cliente 00927,loja,Minorista,2025-11-08,Referido
C00928,Cliente 00928,Quito,Minorista,2022-08-18,Visita comercial
C00929,Cliente 00929,Quito,Minorista,2023-09-08,Punto de venta
C00930,Cliente 00930,Cuenca,Minorista,2023-11-22,Visita comercial
C00931,Cliente 00931,Manta,Minorista,2022-12-24,Visita comercial
C00932,Cliente 00932,Quito,Minorista,2023-06-15,Visita comercial
C00933,Cliente 00933,Guayaquil,Mayorista,2023-08-08,Redes sociales
C00934,Cliente 00934,Manta,Minorista,2023-08-12,Referido
C00935,Cliente 00935,Cuenca,Minorista,2024-09-05,Referido
C00936,Cliente 00936,Loja,Minorista,2024-01-30,Referido
C00937,Cliente 00937,Guayaquil,Mayorista,2021-10-08,Punto de venta
C00938,Cliente 00938,Cuenca,Mayorista,2021-07-25,Referido
C00939,Cliente 00939,Quito,Minorista,2023-05-03,Punto de venta
C00940,Cliente 00940,Loja,Minorista,2025-07-06,Referido
C00941,Cliente 00941,Quito,Minorista,2021-09-12,Visita comercial
C00942,Cliente 00942,Cuenca,Mayorista,2021-11-05,Punto de venta
C00943,Cliente 00943,Guayaquil,Minorista,2024-07-05,Punto de venta
C00944,Cliente 00944,Guayaquil,Minorista,2023-07-06,Referido
C00945,Cliente 00945,Cuenca,Minorista,2022-07-19,Punto de venta
C00946,Cliente 00946,guayaquil,Minorista,2022-06-11,Redes sociales
C00947,Cliente 00947,Manta,Mayorista,2024-06-13,Referido
C00948,Cliente 00948,Guayaquil,Minorista,2023-10-31,Punto de venta
C00949,Cliente 00949,Guayaquil,Minorista,2024-05-01,Punto de venta
C00950,Cliente 00950,Quito,Minorista,2022-10-06,Referido
C00951,Cliente 00951,Guayaquil,Minorista,2023-11-04,Redes sociales
C00952,Cliente 00952,Guayaquil,Minorista,2025-04-21,Referido
C00953,Cliente 00953,Quito,Minorista,2022-12-03,Visita comercial
C00954,Cliente 00954,Quito,Mayorista,2023-04-10,Punto de venta
C00955,Cliente 00955,Cuenca,Minorista,2022-04-02,Redes sociales
C00956,Cliente 00956,Cuenca,Minorista,2024-05-02,Redes sociales
C00957,Cliente 00957,Cuenca,Minorista,2021-09-05,Redes sociales
C00958,Cliente 00958,Quito,Minorista,2022-08-17,Redes sociales
C00959,Cliente 00959,Quito,Minorista,2024-08-28,Referido
C00960,Cliente 00960,Quito,Minorista,2021-08-15,Punto de venta
C00961,Cliente 00961,Cuenca,Minorista,2025-11-13,Redes sociales
C00962,Cliente 00962,Manta,Minorista,2023-04-22,Punto de venta
C00963,Cliente 00963,quito,Minorista,2023-04-13,Referido
C00964,Cliente 00964,Cuenca,Minorista,2023-11-20,Referido
C00965,Cliente 00965,Quito,Minorista,2024-05-02,Visita comercial
C00966,Cliente 00966,Quito,Mayorista,2023-07-20,Referido
C00967,Cliente 00967,Quito,Minorista,2025-05-29,Visita comercial
C00968,Cliente 00968,Quito,Minorista,2025-10-01,Punto de venta
C00969,Cliente 00969,Cuenca,Mayorista,2022-05-31,Punto de venta
C00970,Cliente 00970,Manta,Minorista,2024-08-18,Referido
C00971,Cliente 00971,Quito,Minorista,,Referido
C00972,Cliente 00972,Guayaquil,Minorista,2025-11-24,Punto de venta
C00973,Cliente 00973,Cuenca,Minorista,2022-08-24,Visita comercial
C00974,Cliente 00974,Loja,Minorista,2022-10-30,Punto de venta
C00975,Cliente 00975,Guayaquíl,Minorista,2024-08-30,Referido
C00976,Cliente 00976,Quito,Minorista,2024-12-28,Visita comercial
C00977,Cliente 00977,Guayaquil,Minorista,2022-02-05,Visita comercial
C00978,Cliente 00978,Quito,Minorista,2023-12-20,Punto de venta
C00979,Cliente 00979,Loja,Minorista,2023-01-19,Referido
C00980,Cliente 00980,Guayaquil,Minorista,2024-03-19,Punto de venta
C00981,Cliente 00981,Cuenca,Minorista,2023-12-22,Visita comercial
C00982,Cliente 00982,Quito,Mayorista,,Visita comercial
C00983,Cliente 00983,GUAYAQUIL,Minorista,2025-08-16,Punto de venta
C00984,Cliente 00984,Manta,Minorista,2024-05-26,Visita comercial
C00985,Cliente 00985,Guayaquil,Minorista,2024-07-06,Visita comercial
C00986,Cliente 00986,Guayaquil,Minorista,2025-06-22,Redes sociales
C00987,Cliente 00987,Loja,Minorista,2022-05-04,Punto de venta
C00988,Cliente 00988, Manta,Minorista,2024-09-18,Referido
C00989,Cliente 00989,Quito,Minorista,2024-12-01,Visita comercial
C00990,Cliente 00990,Guayaquil,Minorista,2022-02-03,Punto de venta
C00991,Cliente 00991,Guayaquil,Minorista,2025-05-25,Punto de venta
C00992,Cliente 00992,Guayaquil,Minorista,2024-08-07,Punto de venta
C00993,Cliente 00993,Quito,Minorista,2023-01-21,Punto de venta
C00994,Cliente 00994,Quito,Minorista,2023-08-28,Punto de venta
C00995,Cliente 00995,Manta,Minorista,2023-09-06,Referido
C00996,Cliente 00996,Loja,Minorista,2025-07-24,Referido
C00997,Cliente 00997,Manta,Minorista,2025-10-12,Punto de venta
C00998,Cliente 00998,Loja,Minorista,2025-01-25,Punto de venta
C00999,Cliente 00999,Cuenca,Minorista,2024-05-23,Punto de venta
C01000,Cliente 01000,Cuenca,Minorista,2021-12-28,Redes sociales
C01001,Cliente 01001,Cuenca,Mayorista,2025-07-17,Referido
C01002,Cliente 01002,Guayaquil,Minorista,2022-02-14,Redes sociales
C01003,Cliente 01003,Guayaquil,Minorista,2022-04-07,Redes sociales
C01004,Cliente 01004,Quito,Minorista,2021-11-03,Referido
C01005,Cliente 01005,Guayaquil,Mayorista,2025-09-08,Punto de venta
C01006,Cliente 01006,Quito,Minorista,2023-09-12,Redes sociales
C01007,Cliente 01007,Quito,Minorista,2022-07-27,Visita comercial
C01008,Cliente 01008,Guayaquil,Mayorista,2021-11-21,Redes sociales
C01009,Cliente 01009,Guayaquil,Minorista,2023-05-05,Redes sociales
C01010,Cliente 01010,Quito,Mayorista,2024-09-14,Punto de venta
C01011,Cliente 01011,Manta,Minorista,2025-11-22,Referido
C01012,Cliente 01012,Manta,Minorista,2023-12-15,Redes sociales
C01013,Cliente 01013,QUITO,Minorista,2024-03-12,Redes sociales
C01014,Cliente 01014,Quito,Minorista,2025-03-13,Redes sociales
C01015,Cliente 01015,Quito,Mayorista,2025-06-26,Visita comercial
C01016,Cliente 01016,Cuenca,Minorista,2022-10-05,Punto de venta
C01017,Cliente 01017,Manta ,Mayorista,2025-11-18,Punto de venta
C01018,Cliente 01018,Quito,Minorista,2023-10-23,Redes sociales
C01019,Cliente 01019,Cuenca,Minorista,2025-08-11,Redes sociales
C01020,Cliente 01020,Quito,Mayorista,,Visita comercial
C01021,Cliente 01021,Guayaquil,Minorista,2021-12-17,Redes sociales
C01022,Cliente 01022,Loja,Mayorista,2025-05-30,Referido
C01023,Cliente 01023,Quito,Minorista,2024-06-25,Punto de venta
C01024,Cliente 01024,Quito,Minorista,2022-04-21,Visita comercial
C01025,Cliente 01025,Guayaquil,Minorista,2025-06-15,Punto de venta
C01026,Cliente 01026,Guayaquil,Minorista,2021-12-25,Referido
C01027,Cliente 01027,Loja,Minorista,2024-07-10,Punto de venta
C01028,Cliente 01028,Loja,Minorista,2022-06-08,Redes sociales
C01029,Cliente 01029,Quito,Minorista,2021-11-04,Referido
C01030,Cliente 01030,Quito,Minorista,2025-01-24,Referido
C01031,Cliente 01031,Cuenca,Mayorista,2025-03-31,Punto de venta
C01032,Cliente 01032,Quito,Minorista,2021-12-31,Redes sociales
C01033,Cliente 01033,Manta,Minorista,2021-12-11,Visita comercial
C01034,Cliente 01034,Cuenca,Mayorista,2024-03-24,Referido
C01035,Cliente 01035,Quito,Minorista,2021-08-29,Referido
C01036,Cliente 01036,Manta,Minorista,2024-10-20,Redes sociales
C01037,Cliente 01037,Quito,Minorista,2025-07-19,Redes sociales
C01038,Cliente 01038,Guayaquil,Minorista,2024-10-28,Visita comercial
C01039,Cliente 01039,Guayaquil,Minorista,2022-07-19,Redes sociales
C01040,Cliente 01040,Guayaquil,Minorista,2022-05-15,Punto de venta
C01041,Cliente 01041,CUENCA,Minorista,2024-07-07,Punto de venta
C01042,Cliente 01042,Cuenca,Minorista,2021-10-21,Visita comercial
C01043,Cliente 01043,Loja,Minorista,2023-11-22,Referido
C01044,Cliente 01044,Loja,Minorista,2023-07-03,Referido
C01045,Cliente 01045,Guayaquil,Minorista,2024-10-18,Visita comercial
C01046,Cliente 01046,Quito,Minorista,2022-06-03,Referido
C01047,Cliente 01047,Cuenca,Mayorista,2024-11-15,Visita comercial
C01048,Cliente 01048,Loja,Minorista,2024-08-06,Visita comercial
C01049,Cliente 01049, Quito,Minorista,2022-07-31,Punto de venta
C01050,Cliente 01050,Guayaquil,Minorista,2023-02-05,Referido
C01051,Cliente 01051,Guayaquil,Minorista,2021-10-28,Punto de venta
C01052,Cliente 01052,Quito,Minorista,2023-07-03,Visita comercial
C01053,Cliente 01053,Cuenca,Minorista,2022-09-04,Redes sociales
C01054,Cliente 01054,Quito,Mayorista,2022-01-12,Referido
C01055,Cliente 01055,Cuenca,Minorista,2023-12-27,Punto de venta
C01056,Cliente 01056,Manta,Mayorista,,Punto de venta
C01057,Cliente 01057,Manta,Minorista,2021-11-29,Referido
C01058,Cliente 01058,Guayaquil,Minorista,2022-05-07,Redes sociales
C01059,Cliente 01059,Quito,Minorista,2021-11-24,Referido
C01060,Cliente 01060,Cuenca,Minorista,2024-07-05,Redes sociales
C01061,Cliente 01061,Manta,Mayorista,2023-01-06,Visita comercial
C01062,Cliente 01062,Guayaquil,Mayorista,2021-11-05,Referido
C01063,Cliente 01063,Manta,Mayorista,2022-05-17,Visita comercial
C01064,Cliente 01064,Quito,Minorista,2025-10-23,Punto de venta
C01065,Cliente 01065,Manta,Minorista,2022-08-28,Referido
C01066,Cliente 01066,Quito,Minorista,2024-07-14,Redes sociales
C01067,Cliente 01067,Quito,Mayorista,2023-08-03,Referido
C01068,Cliente 01068,Guayaquil,Minorista,2022-05-01,Referido
C01069,Cliente 01069,Quito,Minorista,2022-11-18,Visita comercial
C01070,Cliente 01070,Quito,Minorista,2021-08-06,Punto de venta
C01071,Cliente 01071,Quito,Minorista,2024-10-22,Punto de venta
C01072,Cliente 01072,Guayaquil,Minorista,2023-01-01,Visita comercial
C01073,Cliente 01073,Cuenca,Mayorista,2023-09-21,Punto de venta
C01074,Cliente 01074,Quito,Mayorista,2022-03-16,Referido
C01075,Cliente 01075,Cuenca,Mayorista,2025-02-22,Visita comercial
C01076,Cliente 01076,Manta,Minorista,2022-06-29,Redes sociales
C01077,Cliente 01077,quito,Minorista,,Visita comercial
C01078,Cliente 01078,Quito,Minorista,2025-05-11,Visita comercial
C01079,Cliente 01079,Manta,Minorista,2024-08-29,Punto de venta
C01080,Cliente 01080,Manta,Minorista,2024-03-06,Referido
C01081,Cliente 01081,Guayaquil,Minorista,2025-06-04,Punto de venta
C01082,Cliente 01082,Manta,Minorista,2022-04-23,Punto de venta
C01083,Cliente 01083,Quito,Minorista,2025-10-03,Punto de venta
C01084,Cliente 01084,Guayaquil,Minorista,2023-12-22,Redes sociales
C01085,Cliente 01085,Cuenca,Minorista,2023-05-01,Punto de venta
C01086,Cliente 01086,Quito,Minorista,,Referido
C01087,Cliente 01087,Cuenca,Mayorista,2024-10-18,Redes sociales
C01088,Cliente 01088,Guayaquil,Minorista,2025-10-23,Redes sociales
C01089,Cliente 01089,Cuenca,Mayorista,2024-07-23,Punto de venta
C01090,Cliente 01090,Guayaquil,Minorista,2021-09-05,Visita comercial
C01091,Cliente 01091,Quito,Minorista,2023-08-04,Redes sociales
C01092,Cliente 01092,Quito,Minorista,,Punto de venta
C01093,Cliente 01093,QUITO,Mayorista,2023-04-11,Referido
C01094,Cliente 01094,Cuenca,Minorista,2024-12-02,Punto de venta
C01095,Cliente 01095,Quito,Minorista,2024-08-19,Referido
C01096,Cliente 01096,Quito,Minorista,2021-10-30,Visita comercial
C01097,Cliente 01097,Quito,Minorista,2023-12-24,Redes sociales
C01098,Cliente 01098,Quito,Minorista,2022-04-15,Referido
C01099,Cliente 01099,Manta ,Minorista,2023-09-01,Visita comercial
C01100,Cliente 01100,Guayaquil,Minorista,2023-03-21,Visita comercial
C01101,Cliente 01101,Loja,Minorista,2025-01-26,Visita comercial
C01102,Cliente 01102,Quito,Minorista,2025-05-04,Punto de venta
C01103,Cliente 01103,Cuenca,Minorista,2023-07-23,Punto de venta
C01104,Cliente 01104,Guayaquil,Mayorista,2023-11-21,Redes sociales
C01105,Cliente 01105,GUAYAQUIL,Mayorista,2024-04-11,Visita comercial
C01106,Cliente 01106,Manta,Minorista,2024-05-28,Redes sociales
C01107,Cliente 01107,Loja ,Minorista,2024-04-26,Punto de venta
C01108,Cliente 01108,Manta,Minorista,2024-12-18,Punto de venta
C01109,Cliente 01109, Quito,Minorista,2025-11-02,Referido
C01110,Cliente 01110,Quito,Minorista,2025-02-28,Visita comercial
C01111,Cliente 01111,Cuenca,Minorista,2022-02-15,Punto de venta
C01112,Cliente 01112,Quito,Mayorista,2023-08-16,Punto de venta
C01113,Cliente 01113,Cuenca,Minorista,2023-07-23,Visita comercial
C01114,Cliente 01114,Guayaquil,Mayorista,2023-10-07,Punto de venta
C01115,Cliente 01115,Guayaquil,Minorista,2023-11-07,Visita comercial
C01116,Cliente 01116,Manta,Minorista,2024-09-05,Visita comercial
C01117,Cliente 01117,Cuenca,Minorista,2023-05-19,Punto de venta
C01118,Cliente 01118,Quito,Minorista,2022-09-09,Redes sociales
C01119,Cliente 01119,Quito,Minorista,2023-07-17,Referido
C01120,Cliente 01120,Guayaquil,Minorista,2025-04-12,Punto de venta
C01121,Cliente 01121,Guayaquil,Minorista,2022-11-25,Punto de venta
C01122,Cliente 01122,Quito,Minorista,2021-08-17,Visita comercial
C01123,Cliente 01123,Guayaquil,Minorista,2025-10-24,Redes sociales
C01124,Cliente 01124,Cuenca,Minorista,2022-05-24,Punto de venta
C01125,Cliente 01125,Manta,Mayorista,2024-03-05,Redes sociales
C01126,Cliente 01126,Guayaquil,Minorista,2025-01-15,Punto de venta
C01127,Cliente 01127,Guayaquil,Minorista,2022-09-27,Punto de venta
C01128,Cliente 01128,Quito,Minorista,2023-01-10,Visita comercial
C01129,Cliente 01129,Guayaquil,Minorista,2022-10-06,Visita comercial
C01130,Cliente 01130,Quito,Mayorista,2022-03-11,Punto de venta
C01131,Cliente 01131,Guayaquil,Minorista,2022-03-16,Punto de venta
C01132,Cliente 01132,Cuenca ,Minorista,2022-05-09,Visita comercial
C01133,Cliente 01133,Quito,Minorista,2023-07-17,Visita comercial
C01134,Cliente 01134,Quito,Minorista,2023-11-11,Punto de venta
C01135,Cliente 01135,Quito,Minorista,2021-08-09,Visita comercial
C01136,Cliente 01136,Manta,Minorista,2025-03-29,Visita comercial
C01137,Cliente 01137,Guayaquil,Minorista,2024-06-30,Punto de venta
C01138,Cliente 01138,Quito,Minorista,2021-11-05,Punto de venta
C01139,Cliente 01139,Manta,Minorista,2025-03-24,Punto de venta
C01140,Cliente 01140,Guayaquil,Minorista,2021-09-01,Punto de venta
C01141,Cliente 01141,Guayaquil,Mayorista,2023-12-28,Referido
C01142,Cliente 01142,Loja,Minorista,2023-07-29,Punto de venta
C01143,Cliente 01143,Quito,Minorista,2023-09-26,Referido
C01144,Cliente 01144,Quito,Mayorista,2025-09-21,Referido
C01145,Cliente 01145,Guayaquil,Minorista,2025-08-06,Punto de venta
C01146,Cliente 01146,Quito,Minorista,2022-10-04,Punto de venta
C01147,Cliente 01147,Cuenca,Minorista,2024-01-28,Punto de venta
C01148,Cliente 01148,Quito,Mayorista,2025-09-26,Visita comercial
C01149,Cliente 01149,Quito,Minorista,2024-09-23,Punto de venta
C01150,Cliente 01150,Quito,Minorista,2025-06-04,Redes sociales
C01151,Cliente 01151,Guayaquil,Minorista,2023-06-10,Punto de venta
C01152,Cliente 01152,Quito,Minorista,2022-10-11,Punto de venta
C01153,Cliente 01153, Quito,Minorista,2023-10-10,Referido
C01154,Cliente 01154,Manta,Minorista,2025-02-11,Punto de venta
C01155,Cliente 01155,Quito,Mayorista,2025-08-09,Redes sociales
C01156,Cliente 01156,Quito,Minorista,2024-07-16,Punto de venta
C01157,Cliente 01157,Quito,Minorista,2024-08-18,Punto de venta
C01158,Cliente 01158,Quito,Minorista,2023-10-11,Punto de venta
C01159,Cliente 01159,Quito,Mayorista,2022-12-08,Visita comercial
C01160,Cliente 01160,Guayaquil,Minorista,2023-05-22,Visita comercial
C01161,Cliente 01161, Quito,Minorista,2023-09-19,Punto de venta
C01162,Cliente 01162,Manta,Mayorista,2025-02-08,Punto de venta
C01163,Cliente 01163,Loja,Minorista,,Punto de venta
C01164,Cliente 01164,Quito,Mayorista,2025-01-03,Visita comercial
C01165,Cliente 01165,Quito,Minorista,2021-08-27,Referido
C01166,Cliente 01166,Quito,Minorista,2024-11-07,Punto de venta
C01167,Cliente 01167,Guayaquil,Mayorista,2023-10-04,Punto de venta
C01168,Cliente 01168,Quito,Minorista,2025-11-28,Visita comercial
C01169,Cliente 01169,Manta,Minorista,2023-08-08,Redes sociales
C01170,Cliente 01170,Cuenca,Minorista,2023-08-19,Visita comercial
C01171,Cliente 01171,Manta,Minorista,2022-02-03,Redes sociales
C01172,Cliente 01172,Guayaquíl,Minorista,2025-01-26,Referido
C01173,Cliente 01173,Loja,Minorista,2024-08-10,Visita comercial
C01174,Cliente 01174,Quito,Minorista,2025-04-24,Visita comercial
C01175,Cliente 01175,Guayaquil,Minorista,2021-12-10,Punto de venta
C01176,Cliente 01176,Quito,Minorista,2022-06-18,Punto de venta
C01177,Cliente 01177,Loja,Mayorista,2025-05-18,Punto de venta
C01178,Cliente 01178,Guayaquil,Minorista,2021-09-20,Redes sociales
C01179,Cliente 01179,Manta,Minorista,2023-10-06,Referido
C01180,Cliente 01180,Quito,Minorista,2023-04-23,Referido
C01181,Cliente 01181,Loja,Minorista,2025-08-26,Redes sociales
C01182,Cliente 01182,Guayaquil,Minorista,2025-04-15,Referido
