factura_id,fecha,cliente_id,sucursal_id,producto_id,cantidad,precio_unitario,descuento,es_devolucion
F114817,2025-09-14,C01679,S01,P0025,56,1.36,0.0,False
F114817,2025-09-14,C01679,S01,P0044,17,2.91,0.0,False
F114817,2025-09-14,C01679,S01,P0004,49,0.95,0.0,False
F114817,2025-09-14,C01679,S01,P0050,58,3.0,0.0,False
F114955,2025-09-14,C01693,S02,P0039,1,3.94,0.0,False
F114955,2025-09-14,C01693,S02,P0068,3,1.05,0.0,False
F114955,2025-09-14,C01693,S02,P0028,1,3.42,0.0,False
F114955,2025-09-14,C01693,S02,P0054,1,2.84,0.0,False
F114955,2025-09-14,C01693,S02,P0065,1,1.05,0.0,False
F114955,2025-09-14,C01693,S02,P0052,3,2.46,0.0,False
C105817,2025-09-15,C00652,S02,P0014,-1,0.74,0.0,True
C111512,2025-09-15,C01315,S01,P0050,-40,3.0,0.05,True
C115785,2025-09-15,C01783,S04,P0039,-3,3.94,0.15,True
F100325,2025-09-15,C00028,S01,P0011,1,0.79,0.0,False
F100325,2025-09-15,C00028,S01,P0059,1,5.91,0.0,False
F100325,2025-09-15,C00028,S01,P0021,4,1.53,0.05,False
F100325,2025-09-15,C00028,S01,P0005,1,1.25,0.0,False
F100325,2025-09-15,C00028,S01,P0007,3,0.76,0.0,False
F100325,2025-09-15,C00028,S01,P0031,3,2.52,0.0,False
F102924,2025-09-15,C00332,S01,P0049,38,3.66,0.0,False
F102924,2025-09-15,C00332,S01,P0074,55,1.01,0.0,False
F102924,2025-09-15,C00332,S01,P0028,42,3.42,0.15,False
F102924,2025-09-15,C00332,S01,P0053,32,2.67,0.05,False
F102924,2025-09-15,C00332,S01,P0062,58,4.26,0.05,False
F103629,2025-09-15,C00417,S99,P0042,4,3.98,0.0,False
F103629,2025-09-15,C00417,S99,P0038,3,4.33,0.0,False
F103629,2025-09-15,C00417,S99,P0027,1,3.19,0.1,False
F103629,2025-09-15,C00417,S99,P0036,2,2.02,0.0,False
F103629,2025-09-15,C00417,S99,P0053,3,2.67,0.0,False
F105064,2025-09-15,C00582,S99,P0032,2,2.15,0.0,False
F105064,2025-09-15,C00582,S99,P0071,2,1.12,0.0,False
F105064,2025-09-15,C00582,S99,P0030,2,2.51,0.1,False
F105064,2025-09-15,C00582,S99,P0057,3,4.91,0.0,False
F105064,2025-09-15,C00582,S99,P0049,4,3.66,0.0,False
F106264,2025-09-15,C00709,S01,P0070,34,1.02,0.0,False
F106264,2025-09-15,C00709,S01,P0054,14,2.84,0.0,False
F106264,2025-09-15,C00709,S01,P0044,23,2.91,0.0,False
F106264,2025-09-15,C00709,S01,P0064,44,0.97,0.0,False
F106264,2025-09-15,C00709,S01,P0006,15,1.24,0.15,False
F106264,2025-09-15,C00709,S01,P0054,58,2.84,0.0,False
F107425,2025-09-15,C00835,S04,P0018,36,1.44,0.0,False
F107425,2025-09-15,C00835,S04,P0004,16,0.95,0.0,False
F107425,2025-09-15,C00835,S04,P0022,56,1.55,0.0,False
F107500,2025-09-15,C00844,S99,P0026,3,2.52,0.1,False
F107500,2025-09-15,C00844,S99,P0047,4,2.65,0.0,False
F107500,2025-09-15,C00844,S99,P0030,4,2.51,0.05,False
F107500,2025-09-15,C00844,S99,P0029,1,2.85,0.0,False
F109416,2025-09-15,C01058,S99,P0011,3,0.79,0.0,False
F109416,2025-09-15,C01058,S99,P0020,4,1.57,0.05,False
F109416,2025-09-15,C01058,S99,P0044,3,2.91,0.0,False
F109416,2025-09-15,C01058,S99,P0045,1,2.8,0.0,False
F109416,2025-09-15,C01058,S99,P0031,1,2.52,0.0,False
F110476,2025-09-15,C01174,S99,P0034,2,2.12,0.0,False
F110476,2025-09-15,C01174,S99,P0023,3,1.55,0.0,False
F110476,2025-09-15,C01174,S99,P0015,2,1.38,0.0,False
F110476,2025-09-15,C01174,S99,P0070,3,1.02,0.0,False
F110476,2025-09-15,C01174,S99,P0053,1,2.67,0.15,False
F110476,2025-09-15,C01174,S99,P0044,1,2.91,0.0,False
F111209,2025-09-15,C01264,S03,P0072,3,1.18,0.0,False
F111209,2025-09-15,C01264,S03,P0011,1,0.79,0.0,False
F111209,2025-09-15,C01264,S03,P0022,3,1.55,0.0,False
F111209,2025-09-15,C01264,S03,P0052,3,2.46,0.0,False
F111209,2025-09-15,C01264,S03,P0034,3,2.12,0.0,False
F111319,2025-09-15,C01277,S01,P0073,4,1.17,0.0,False
F111319,2025-09-15,C01277,S01,P0006,3,1.24,0.0,False
F112304,2025-09-15,C01414,S03,P0037,22,3.93,0.1,False
F112304,2025-09-15,C01414,S03,P0025,44,1.36,0.0,False
F112304,2025-09-15,C01414,S03,P0012,23,0.63,0.0,False
F112304,2025-09-15,C01414,S03,P0064,27,0.97,0.0,False
F112304,2025-09-15,C01414,S03,P0035,18,1.74,0.1,False
F112304,2025-09-15,C01414,S03,P0064,29,0.97,0.0,False
F113391,2025-09-15,C01531,S02,P0061,12,4.14,0.0,False
F113391,2025-09-15,C01531,S02,P0062,56,4.26,0.0,False
F113391,2025-09-15,C01531,S02,P0046,30,2.73,0.15,False
F113391,2025-09-15,C01531,S02,P0013,10,0.86,0.0,False
F113391,2025-09-15,C01531,S02,P0072,28,1.18,0.0,False
F113391,2025-09-15,C01531,S02,P0037,58,3.93,0.0,False
F113391,2025-09-15,C01531,S02,P0019,50,1.37,0.0,False
F113426,2025-09-15,C01533,S01,P0064,13,0.97,0.15,False
F113426,2025-09-15,C01533,S01,P0064,58,0.97,0.0,False
F113426,2025-09-15,C01533,S01,P0051,34,1.9,0.1,False
F113426,2025-09-15,C01533,S01,P0020,48,1.57,0.0,False
F113997,2025-09-15,C01596,S03,P0024,11,1.95,0.05,False
F113997,2025-09-15,C01596,S03,P0031,17,2.52,0.0,False
F113997,2025-09-15,C01596,S03,P0016,44,1.85,0.0,False
F113997,2025-09-15,C01596,S03,P0018,56,1.44,0.1,False
F113997,2025-09-15,C01596,S03,P0015,49,1.38,0.05,False
F113997,2025-09-15,C01596,S03,P0033,15,2.18,0.15,False
F113997,2025-09-15,C01596,S03,P0026,25,2.52,0.0,False
F113997,2025-09-15,C01596,S03,P0022,48,1.55,0.0,False
F114268,2025-09-15,C01621,S02,P0071,39,1.12,0.0,False
F114268,2025-09-15,C01621,S02,P0027,24,3.19,0.0,False
F114268,2025-09-15,C01621,S02,P0065,55,1.05,0.0,False
F114268,2025-09-15,C01621,S02,P0004,59,0.95,0.0,False
F114268,2025-09-15,C01621,S02,P0051,14,1.9,0.0,False
F115111,2025-09-15,C01708,S04,P0003,3,1.1,0.0,False
F115111,2025-09-15,C01708,S04,P0060,2,5.04,0.0,False
F115111,2025-09-15,C01708,S04,P0043,3,4.18,0.0,False
F115111,2025-09-15,C01708,S04,P0015,2,1.38,0.05,False
F115111,2025-09-15,C01708,S04,P0003,1,1.1,0.0,False
F115111,2025-09-15,C01708,S04,P0053,2,2.67,0.0,False
F115271,2025-09-15,C01721,S99,P0032,4,2.15,0.0,False
F115271,2025-09-15,C01721,S99,P0072,2,1.18,0.05,False
F115271,2025-09-15,C01721,S99,P0034,1,2.12,0.0,False
F115579,2025-09-15,C01757,S99,P0071,2,1.12,0.0,False
F115579,2025-09-15,C01757,S99,P0046,2,2.73,0.05,False
F115579,2025-09-15,C01757,S99,P0031,1,2.52,0.0,False
F115579,2025-09-15,C01757,S99,P0051,3,1.9,0.0,False
F115579,2025-09-15,C01757,S99,P0046,3,2.73,0.0,False
F115579,2025-09-15,C01757,S99,P0059,1,5.91,0.0,False
C111792,2025-09-16,C01353,S05,P0011,-1,0.79,0.0,True
F100049,2025-09-16,C00006,S02,P0066,3,0.89,0.0,False
F100049,2025-09-16,C00006,S02,P0065,2,1.05,0.0,False
F100049,2025-09-16,C00006,S02,P0070,2,1.02,0.0,False
F100049,2025-09-16,C00006,S02,P0022,3,1.55,0.0,False
F100049,2025-09-16,C00006,S02,P0058,4,4.82,0.0,False
F100659,2025-09-16,C00071,S03,P0029,2,2.85,0.0,False
F100659,2025-09-16,C00071,S03,P0056,3,5.86,0.0,False
F100659,2025-09-16,C00071,S03,P0032,2,2.15,0.0,False
F104304,2025-09-16,C00497,S02,P0006,2,1.24,0.0,False
F104304,2025-09-16,C00497,S02,P0034,3,2.12,0.0,False
F104304,2025-09-16,C00497,S02,P0018,3,1.44,0.0,False
F104304,2025-09-16,C00497,S02,P0062,4,4.26,0.05,False
F104796,2025-09-16,C00555,S99,P0065,2,1.05,0.0,False
F104796,2025-09-16,C00555,S99,P0057,3,4.91,0.0,False
F104796,2025-09-16,C00555,S99,P0008,3,0.89,0.1,False
F104796,2025-09-16,C00555,S99,P0058,3,4.82,0.0,False
F104796,2025-09-16,C00555,S99,P0012,2,0.63,0.0,False
F104796,2025-09-16,C00555,S99,P0012,2,0.63,0.0,False
F105185,2025-09-16,C00595,S99,P0057,3,4.91,0.1,False
F105185,2025-09-16,C00595,S99,P0008,2,0.89,0.0,False
F105185,2025-09-16,C00595,S99,P0037,2,3.93,0.0,False
F105185,2025-09-16,C00595,S99,P0073,2,1.17,0.0,False
F105185,2025-09-16,C00595,S99,P0023,2,1.55,0.0,False
F105656,2025-09-16,C00640,S01,P0038,50,4.33,0.0,False
F105656,2025-09-16,C00640,S01,P0040,17,4.21,0.0,False
F105656,2025-09-16,C00640,S01,P0015,17,1.38,0.1,False
F105656,2025-09-16,C00640,S01,P0025,24,1.36,0.05,False
F105656,2025-09-16,C00640,S01,P0067,9,0.97,0.0,False
F105656,2025-09-16,C00640,S01,P0013,36,0.86,0.0,False
F105656,2025-09-16,C00640,S01,P0072,29,1.18,0.0,False
F105750,2025-09-16,C00647,S99,P0044,2,2.91,0.0,False
F105750,2025-09-16,C00647,S99,P0070,2,1.02,0.0,False
F106876,2025-09-16,C00779,S04,P0045,47,2.8,0.0,False
F106876,2025-09-16,C00779,S04,P0073,37,1.17,0.0,False
F106876,2025-09-16,C00779,S04,P0061,38,4.14,0.0,False
F106876,2025-09-16,C00779,S04,P0003,15,1.1,0.05,False
F106876,2025-09-16,C00779,S04,P0019,25,1.37,0.0,False
F107033,2025-09-16,C00797,S02,P0050,1,3.0,0.0,False
F107033,2025-09-16,C00797,S02,P0035,2,1.74,0.0,False
F107607,2025-09-16,C00861,S04,P0028,1,3.42,0.0,False
F107607,2025-09-16,C00861,S04,P0034,1,2.12,0.0,False
F107607,2025-09-16,C00861,S04,P0028,3,3.42,0.0,False
F107607,2025-09-16,C00861,S04,P0002,3,1.04,0.0,False
F107607,2025-09-16,C00861,S04,P0034,1,2.12,0.1,False
F110436,2025-09-16,C01170,S03,P0050,1,3.0,0.0,False
F110436,2025-09-16,C01170,S03,P0008,3,0.89,0.0,False
F110436,2025-09-16,C01170,S03,P0032,4,2.15,0.15,False
F110436,2025-09-16,C01170,S03,P0008,3,0.89,0.0,False
F110436,2025-09-16,C01170,S03,P0073,2,1.17,0.0,False
F110554,2025-09-16,C01186,S02,P0048,41,2.82,0.0,False
F110554,2025-09-16,C01186,S02,P0043,45,4.18,0.05,False
F110554,2025-09-16,C01186,S02,P0033,22,2.18,0.0,False
F110554,2025-09-16,C01186,S02,P0058,28,4.82,0.0,False
F110554,2025-09-16,C01186,S02,P0039,32,3.94,0.0,False
F110554,2025-09-16,C01186,S02,P0046,33,2.73,0.0,False
F110999,2025-09-16,C01236,S01,P0013,1,0.86,0.0,False
F110999,2025-09-16,C01236,S01,P0032,4,2.15,0.0,False
F111838,2025-09-16,C01361,S02,P0006,22,1.24,0.0,False
F111838,2025-09-16,C01361,S02,P0013,32,0.86,0.0,False
F111838,2025-09-16,C01361,S02,P0024,52,1.95,0.0,False
F111838,2025-09-16,C01361,S02,P0052,45,2.46,0.0,False
F111838,2025-09-16,C01361,S02,P0016,48,1.85,0.0,False
F111838,2025-09-16,C01361,S02,P0055,45,2.9,0.0,False
F111838,2025-09-16,C01361,S02,P0068,17,1.05,0.15,False
F111838,2025-09-16,C01361,S02,P0015,58,1.38,0.05,False
F111838,2025-09-16,C01361,S02,P0018,15,1.44,0.0,False
F111838,2025-09-16,C01361,S02,P0051,23,1.9,0.05,False
F111838,2025-09-16,C01361,S02,P0062,50,4.26,0.0,False
F112082,2025-09-16,C01384,S99,P0043,57,4.18,0.1,False
F112082,2025-09-16,C01384,S99,P0056,11,5.86,0.0,False
F112082,2025-09-16,C01384,S99,P0071,17,1.12,0.0,False
F112082,2025-09-16,C01384,S99,P0061,21,4.14,0.0,False
F112082,2025-09-16,C01384,S99,P0040,37,4.21,0.0,False
F112082,2025-09-16,C01384,S99,P0033,10,2.18,0.1,False
F112082,2025-09-16,C01384,S99,P0031,40,2.52,0.0,False
F112082,2025-09-16,C01384,S99,P0039,13,3.94,0.0,False
F112082,2025-09-16,C01384,S99,P0021,14,1.53,0.0,False
F112082,2025-09-16,C01384,S99,P0057,40,4.91,0.0,False
F112651,2025-09-16,C01447,S99,P0050,2,3.0,0.0,False
F112651,2025-09-16,C01447,S99,P0035,3,1.74,0.0,False
F112691,2025-09-16,C01451,S03,P0012,52,0.63,0.0,False
F112691,2025-09-16,C01451,S03,P0001,40,1.12,0.0,False
F112691,2025-09-16,C01451,S03,P0013,41,0.86,0.0,False
F112691,2025-09-16,C01451,S03,P0074,59,1.01,0.0,False
F112691,2025-09-16,C01451,S03,P0025,54,1.36,0.0,False
F113173,2025-09-16,C01506,S05,P0036,10,2.02,0.05,False
F113173,2025-09-16,C01506,S05,P0011,57,0.79,0.0,False
F113173,2025-09-16,C01506,S05,P0070,20,1.02,0.0,False
F114288,2025-09-16,C01622,S04,P0023,4,1.55,0.1,False
F114288,2025-09-16,C01622,S04,P0040,3,4.21,0.0,False
C102503,2025-09-17,C00280,S99,P0034,-30,2.12,0.0,True
C103633,2025-09-17,C00418,S02,P0008,-3,0.89,0.0,True
C111238,2025-09-17,C01270,S02,P0062,-3,4.26,0.0,True
F100728,2025-09-17,C00084,S01,P0017,4,1.51,0.0,False
F100728,2025-09-17,C00084,S01,P0007,4,0.76,0.05,False
F100728,2025-09-17,C00084,S01,P0071,2,1.12,0.0,False
F100728,2025-09-17,C00084,S01,P0019,4,1.37,0.0,False
F100728,2025-09-17,C00084,S01,P0053,2,2.67,0.0,False
F100744,2025-09-17,C00085,S02,P0069,9,0.9,0.0,False
F100744,2025-09-17,C00085,S02,P0055,53,2.9,0.0,False
F100744,2025-09-17,C00085,S02,P0004,26,0.95,0.0,False
F100744,2025-09-17,C00085,S02,P0011,41,0.79,0.1,False
F100744,2025-09-17,C00085,S02,P0060,31,5.04,0.0,False
F100744,2025-09-17,C00085,S02,P0013,39,0.86,0.15,False
F100744,2025-09-17,C00085,S02,P0005,16,1.25,0.0,False
F101407,2025-09-17,C00154,S99,P0004,3,0.95,0.1,False
F101407,2025-09-17,C00154,S99,P0061,3,4.14,0.05,False
F101407,2025-09-17,C00154,S99,P0057,3,4.91,0.1,False
F101414,2025-09-17,C00155,S03,P0073,35,1.17,0.0,False
F101414,2025-09-17,C00155,S03,P0053,38,2.67,0.15,False
F101414,2025-09-17,C00155,S03,P0046,44,2.73,0.05,False
F101414,2025-09-17,C00155,S03,P0023,33,1.55,0.0,False
F101414,2025-09-17,C00155,S03,P0031,9,2.52,0.05,False
F101414,2025-09-17,C00155,S03,P0055,53,2.9,0.1,False
F101579,2025-09-17,C00175,S99,P0067,1,0.97,0.0,False
F101579,2025-09-17,C00175,S99,P0056,3,5.86,0.1,False
F103015,2025-09-17,C00341,S04,P0049,2,3.66,0.0,False
F103015,2025-09-17,C00341,S04,P0022,2,1.55,0.05,False
F103693,2025-09-17,C00424,S01,P0022,33,1.55,0.0,False
F103693,2025-09-17,C00424,S01,P0073,33,1.17,0.0,False
F103693,2025-09-17,C00424,S01,P0063,56,1.03,0.0,False
F106575,2025-09-17,C00741,S01,P0041,3,3.84,0.0,False
F106575,2025-09-17,C00741,S01,P0032,1,2.15,0.0,False
F106575,2025-09-17,C00741,S01,P0030,3,2.51,0.0,False
F106774,2025-09-17,C00767,S99,P0001,4,1.12,0.0,False
F106774,2025-09-17,C00767,S99,P0034,1,2.12,0.0,False
F106774,2025-09-17,C00767,S99,P0017,2,1.51,0.0,False
F106774,2025-09-17,C00767,S99,P0039,3,3.94,0.0,False
F106774,2025-09-17,C00767,S99,P0039,3,3.94,0.0,False
F106778,2025-09-17,C00767,S99,P0040,3,4.21,0.05,False
F106778,2025-09-17,C00767,S99,P0031,2,2.52,0.0,False
F107101,2025-09-17,C00807,S01,P0044,29,2.91,0.15,False
F107101,2025-09-17,C00807,S01,P0053,46,2.67,0.0,False
F107101,2025-09-17,C00807,S01,P0069,33,0.9,0.0,False
F107101,2025-09-17,C00807,S01,P0029,39,2.85,0.0,False
F107101,2025-09-17,C00807,S01,P0051,39,1.9,0.1,False
F107101,2025-09-17,C00807,S01,P0056,57,5.86,0.0,False
F107101,2025-09-17,C00807,S01,P0046,52,2.73,0.0,False
F107101,2025-09-17,C00807,S01,P0051,25,1.9,0.05,False
F107101,2025-09-17,C00807,S01,P0038,22,4.33,0.0,False
F107711,2025-09-17,C00879,S99,P0023,51,1.55,0.05,False
F107711,2025-09-17,C00879,S99,P0015,48,1.38,0.0,False
F107711,2025-09-17,C00879,S99,P0062,24,4.26,0.0,False
F107711,2025-09-17,C00879,S99,P0015,54,1.38,0.0,False
F107711,2025-09-17,C00879,S99,P0039,16,3.94,0.0,False
F108558,2025-09-17,C00964,S99,P0029,1,2.85,0.1,False
F108558,2025-09-17,C00964,S99,P0069,2,0.9,0.0,False
F108558,2025-09-17,C00964,S99,P0070,4,1.02,0.0,False
F108558,2025-09-17,C00964,S99,P0033,3,2.18,0.0,False
F108558,2025-09-17,C00964,S99,P0008,4,0.89,0.0,False
F108558,2025-09-17,C00964,S99,P0054,2,2.84,0.0,False
F108653,2025-09-17,C00971,S01,P0004,4,0.95,0.0,False
F108653,2025-09-17,C00971,S01,P0037,2,3.93,0.0,False
F108653,2025-09-17,C00971,S01,P0014,4,0.74,0.0,False
F108653,2025-09-17,C00971,S01,P0002,1,1.04,0.05,False
F108992,2025-09-17,C01020,S99,P0013,43,0.86,0.0,False
F108992,2025-09-17,C01020,S99,P0010,12,0.65,0.0,False
F108992,2025-09-17,C01020,S99,P0030,17,2.51,0.0,False
F108992,2025-09-17,C01020,S99,P0065,23,1.05,0.1,False
F108992,2025-09-17,C01020,S99,P0066,18,0.89,0.0,False
F108992,2025-09-17,C01020,S99,P0058,10,4.82,0.0,False
F108992,2025-09-17,C01020,S99,P0053,55,2.67,0.1,False
F108992,2025-09-17,C01020,S99,P0036,18,2.02,0.0,False
F108992,2025-09-17,C01020,S99,P0020,47,1.57,0.0,False
F108992,2025-09-17,C01020,S99,P0049,30,3.66,0.0,False
F108992,2025-09-17,C01020,S99,P0029,39,2.85,0.0,False
F109221,2025-09-17,C01040,S99,P0008,3,0.89,0.0,False
F109221,2025-09-17,C01040,S99,P0027,3,3.19,0.0,False
F109221,2025-09-17,C01040,S99,P0011,1,0.79,0.0,False
F109456,2025-09-17,C01062,S02,P0016,37,1.85,0.0,False
F109456,2025-09-17,C01062,S02,P0018,49,1.44,0.1,False
F109894,2025-09-17,C01101,S99,P0005,1,1.25,0.0,False
F109894,2025-09-17,C01101,S99,P0022,2,1.55,0.0,False
F109894,2025-09-17,C01101,S99,P0013,2,0.86,0.05,False
F111412,2025-09-17,C01295,S01,P0041,2,3.84,0.0,False
F111412,2025-09-17,C01295,S01,P0037,3,3.93,0.0,False
F111412,2025-09-17,C01295,S01,P0043,2,4.18,0.0,False
F115437,2025-09-17,C01740,S02,P0036,22,2.02,0.0,False
F115437,2025-09-17,C01740,S02,P0068,41,1.05,0.0,False
F115437,2025-09-17,C01740,S02,P0033,10,2.18,0.05,False
F115437,2025-09-17,C01740,S02,P0024,14,1.95,0.1,False
F115437,2025-09-17,C01740,S02,P0015,34,1.38,0.0,False
F115437,2025-09-17,C01740,S02,P0062,33,4.26,0.0,False
F115437,2025-09-17,C01740,S02,P0048,11,2.82,0.05,False
F115437,2025-09-17,C01740,S02,P0059,28,5.91,0.1,False
F115437,2025-09-17,C01740,S02,P0070,22,1.02,0.0,False
F115437,2025-09-17,C01740,S02,P0016,21,1.85,0.0,False
F115437,2025-09-17,C01740,S02,P0072,56,1.18,0.0,False
F115849,2025-09-17,C01793,S02,P0036,1,2.02,0.05,False
F115849,2025-09-17,C01793,S02,P0005,2,1.25,0.05,False
F115849,2025-09-17,C01793,S02,P0068,4,1.05,0.0,False
F115849,2025-09-17,C01793,S02,P0011,1,0.79,0.0,False
F100603,2025-09-18,C00067,S02,P0034,17,2.12,0.0,False
F100603,2025-09-18,C00067,S02,P0014,18,0.74,0.0,False
F100603,2025-09-18,C00067,S02,P0052,58,2.46,0.0,False
F100603,2025-09-18,C00067,S02,P0012,26,0.63,0.0,False
F100603,2025-09-18,C00067,S02,P0008,18,0.89,0.1,False
F100603,2025-09-18,C00067,S02,P0028,33,3.42,0.0,False
F100603,2025-09-18,C00067,S02,P0031,22,2.52,0.0,False
F100603,2025-09-18,C00067,S02,P0065,11,1.05,0.0,False
F100603,2025-09-18,C00067,S02,P0066,16,0.89,0.0,False
F100603,2025-09-18,C00067,S02,P0027,14,3.19,0.15,False
F100603,2025-09-18,C00067,S02,P0042,47,3.98,0.0,False
F100974,2025-09-18,C00107,S04,P0015,4,1.38,0.0,False
F100974,2025-09-18,C00107,S04,P0058,4,4.82,0.0,False
F100974,2025-09-18,C00107,S04,P0070,3,1.02,0.0,False
F100974,2025-09-18,C00107,S04,P0034,4,2.12,0.0,False
F100974,2025-09-18,C00107,S04,P0023,4,1.55,0.0,False
F102071,2025-09-18,C00234,S04,P0005,2,1.25,0.1,False
F102071,2025-09-18,C00234,S04,P0019,3,1.37,0.0,False
F104183,2025-09-18,C00480,S03,P0069,1,0.9,0.0,False
F104183,2025-09-18,C00480,S03,P0003,2,1.1,0.0,False
F104183,2025-09-18,C00480,S03,P0011,1,0.79,0.0,False
F104183,2025-09-18,C00480,S03,P0062,3,4.26,0.0,False
F104183,2025-09-18,C00480,S03,P0003,4,1.1,0.0,False
F104183,2025-09-18,C00480,S03,P0058,1,4.82,0.0,False
F104834,2025-09-18,C00558,S02,P0005,4,1.25,0.0,False
F104834,2025-09-18,C00558,S02,P0051,3,1.9,0.0,False
F104834,2025-09-18,C00558,S02,P0073,3,1.17,0.0,False
F104834,2025-09-18,C00558,S02,P0011,1,0.79,0.0,False
F104834,2025-09-18,C00558,S02,P0010,2,0.65,0.15,False
F105105,2025-09-18,C00588,S02,P0056,3,5.86,0.0,False
F105105,2025-09-18,C00588,S02,P0056,4,5.86,0.0,False
F105577,2025-09-18,C00636,S99,P0013,2,0.86,0.0,False
F105577,2025-09-18,C00636,S99,P0023,3,1.55,0.0,False
F105577,2025-09-18,C00636,S99,P0019,4,1.37,0.0,False
F107845,2025-09-18,C00886,S01,P0045,38,2.8,0.0,False
F107845,2025-09-18,C00886,S01,P0047,55,2.65,0.0,False
F107845,2025-09-18,C00886,S01,P0055,8,2.9,0.0,False
F109447,2025-09-18,C01061,S04,P0051,25,1.9,0.0,False
F109447,2025-09-18,C01061,S04,P0036,54,2.02,0.0,False
F109447,2025-09-18,C01061,S04,P0009,50,0.81,0.0,False
F109447,2025-09-18,C01061,S04,P0064,45,0.97,0.0,False
F110632,2025-09-18,C01194,S01,P0028,3,3.42,0.0,False
F110632,2025-09-18,C01194,S01,P0051,1,1.9,0.0,False
F110632,2025-09-18,C01194,S01,P0037,2,3.93,0.0,False
F110632,2025-09-18,C01194,S01,P0015,1,1.38,0.0,False
F110632,2025-09-18,C01194,S01,P0037,4,3.93,0.0,False
F110721,2025-09-18,C01210,S01,P0013,4,0.86,0.0,False
F110721,2025-09-18,C01210,S01,P0050,3,3.0,0.0,False
F110721,2025-09-18,C01210,S01,P0050,1,3.0,0.05,False
F110721,2025-09-18,C01210,S01,P0033,3,2.18,0.0,False
F110721,2025-09-18,C01210,S01,P0012,2,0.63,0.0,False
F110800,2025-09-18,C01216,S03,P0002,17,1.04,0.0,False
F110800,2025-09-18,C01216,S03,P0035,27,1.74,0.05,False
F110800,2025-09-18,C01216,S03,P0033,36,2.18,0.05,False
F110800,2025-09-18,C01216,S03,P0018,28,1.44,0.0,False
F110800,2025-09-18,C01216,S03,P0065,40,1.05,0.0,False
F110800,2025-09-18,C01216,S03,P0037,27,3.93,0.1,False
F110800,2025-09-18,C01216,S03,P0010,29,0.65,0.0,False
F110800,2025-09-18,C01216,S03,P0050,12,3.0,0.0,False
F110800,2025-09-18,C01216,S03,P0056,49,5.86,0.0,False
F111230,2025-09-18,C01267,S99,P0043,2,4.18,0.0,False
F111230,2025-09-18,C01267,S99,P0002,2,1.04,0.0,False
F111230,2025-09-18,C01267,S99,P0054,1,2.84,0.0,False
F111230,2025-09-18,C01267,S99,P0036,4,2.02,0.1,False
F111347,2025-09-18,C01283,S01,P0036,3,2.02,0.0,False
F111347,2025-09-18,C01283,S01,P0054,1,2.84,0.15,False
F111347,2025-09-18,C01283,S01,P0041,1,3.84,0.0,False
F111347,2025-09-18,C01283,S01,P0014,1,0.74,0.0,False
F111347,2025-09-18,C01283,S01,P0017,3,1.51,0.0,False
F111356,2025-09-18,C01284,S01,P0006,24,1.24,0.0,False
F111356,2025-09-18,C01284,S01,P0011,28,0.79,0.1,False
F111937,2025-09-18,C01368,S01,P0037,2,3.93,0.0,False
F111937,2025-09-18,C01368,S01,P0004,1,0.95,0.0,False
F111937,2025-09-18,C01368,S01,P0025,2,1.36,0.0,False
F111937,2025-09-18,C01368,S01,P0005,3,1.25,0.05,False
F111937,2025-09-18,C01368,S01,P0041,1,3.84,0.0,False
F113063,2025-09-18,C01491,S99,P0002,27,1.04,0.0,False
F113063,2025-09-18,C01491,S99,P0002,19,1.04,0.0,False
F113063,2025-09-18,C01491,S99,P0028,9,3.42,0.0,False
F113063,2025-09-18,C01491,S99,P0016,10,1.85,0.1,False
F113748,2025-09-18,C01561,S99,P0050,2,3.0,0.0,False
F113748,2025-09-18,C01561,S99,P0068,2,1.05,0.1,False
F113748,2025-09-18,C01561,S99,P0050,3,3.0,0.0,False
F113795,2025-09-18,C01570,S01,P0006,28,1.24,0.0,False
F113795,2025-09-18,C01570,S01,P0015,23,1.38,0.1,False
F113795,2025-09-18,C01570,S01,P0025,46,1.36,0.1,False
F113795,2025-09-18,C01570,S01,P0063,44,1.03,0.0,False
F113795,2025-09-18,C01570,S01,P0017,30,1.51,0.0,False
F113795,2025-09-18,C01570,S01,P0015,39,1.38,0.0,False
F113918,2025-09-18,C01585,S99,P0027,2,3.19,0.0,False
F113918,2025-09-18,C01585,S99,P0057,1,4.91,0.1,False
F113918,2025-09-18,C01585,S99,P0015,4,1.38,0.0,False
F113918,2025-09-18,C01585,S99,P0040,4,4.21,0.0,False
C113075,2025-09-19,C01493,S04,P0045,-52,2.8,0.0,True
C114853,2025-09-19,C01682,S01,P0038,-40,4.33,0.05,True
F100354,2025-09-19,C00032,S99,P0018,3,1.44,0.0,False
F100354,2025-09-19,C00032,S99,P0056,1,5.86,0.1,False
F100354,2025-09-19,C00032,S99,P0003,1,1.1,0.0,False
F101343,2025-09-19,C00147,S99,P0023,2,1.55,0.0,False
F101343,2025-09-19,C00147,S99,P0059,1,5.91,0.0,False
F103307,2025-09-19,C00371,S02,P0005,34,1.25,0.0,False
F103307,2025-09-19,C00371,S02,P0035,37,1.74,0.0,False
F103307,2025-09-19,C00371,S02,P0041,25,3.84,0.15,False
F103307,2025-09-19,C00371,S02,P0019,13,1.37,0.0,False
F103307,2025-09-19,C00371,S02,P0037,39,3.93,0.0,False
F103307,2025-09-19,C00371,S02,P0031,56,2.52,0.0,False
F105927,2025-09-19,C00664,S01,P0027,4,3.19,0.0,False
